_id,city,city_area,gdp,province,reg_pop,resident_pop,builtup_area
80431f7a64c8a4f102204ad47f2bec24,自贡,4381,1143.11,四川,327.5,277.02,112.08
80431f7a64c8a4f102204ad50e5dcb6d,抚州,18817,1105.14,江西,417.8,399.28,59.13
80431f7a64c8a4f102204ad65cefb46d,丽水,17324,1103.29,浙江,266.38,213.9,34.9
80431f7a64c8a4f102204ad77dd7d912,舟山,1455,1092.85,浙江,97.36,115.2,62
80431f7a64c8a4f102204ad81753df32,梧州,12572,1078.65,广西,343.92,298.75,56
80431f7a64c8a4f102204ad90b73f388,大同,14176,1053.37,山西,328.17,340.64,125.2
80431f7a64c8a4f102204ada429ae4ff,晋中,16408,1046.12,山西,389.93,333.57,62.1
80431f7a64c8a4f102204adb52b3e4e8,晋城,9490,1040.24,山西,273.5,231.5,56.5
80431f7a64c8a4f102204adc522abc09,咸宁,10049,1030.07,湖北,300.41,250.7,42.76
80431f7a64c8a4f102204add6ee2460c,眉山,7140,1029.86,四川,349.1,300.13,62.38
80431f7a64c8a4f102204ade37321fff,辽阳,4744,1028.58,辽宁,179,184.75,104.9
80431f7a64c8a4f102204adf7cf6cf80,六安,14990,1016.49,安徽,580.53,474.12,74
80431f7a64c8a4f102204ae035644e8d,广安,6341,1005.61,四川,467.4,324.66,50.05
80431f7a64c8a4f102204ae1400296e7,通化,15612,1001.21,吉林,221.1,221.1,53.16
80431f7a64c8a4f102204ae24c9732f7,锡林郭勒盟,202600,1000.1,内蒙古,104.26,104.26,42
80431f7a64c8a4f102204ae35542f88e,漯河,2617,992.59,河南,279,263,66
80431f7a64c8a4f102204ae47b9d691c,丹东,15222,984.9,辽宁,238.1,241.1,77.1
80431f7a64c8a4f102204ae57a5b862c,百色,36201,980.42,广西,413.19,358.28,45
80431f7a64c8a4f102204ae60c684595,宣城,12340,971.46,安徽,279.95,259.24,52
80431f7a64c8a4f102204ae728b06418,梅州,15925,959.7,广东,543.79,434.08,56
80431f7a64c8a4f102204ae872147eef,吕梁,21095,955.8,山西,447.25,383.22,24.2
80431f7a64c8a4f102204ae96238a7da,新余,3178,946.8,江西,120.5,116.67,76
80431f7a64c8a4f102204aea147a2729,钦州,10895,944.42,广西,404.1,319.49,93
80431f7a64c8a4f102204aeb4759b067,亳州,8374,942.61,安徽,634.95,504.69,56
80431f7a64c8a4f102204aec016efadf,攀枝花,7401,925.18,四川,110.6,123.25,74.08
80431f7a64c8a4f102204aed320e2aad,遂宁,5323,915.81,四川,378.8,329,75.94
80431f7a64c8a4f102204aee444b4b0f,乌兰察布市,55000,913.77,内蒙古,211.13,211.13,60
80431f7a64c8a4f102204aef4df9b396,萍乡,3802,912.39,江西,192.4,190.11,50.87
80431f7a64c8a4f102204af0269fa9c3,铜陵,3008,911.6,安徽,170.43,159.22,76
80431f7a64c8a4f102204af177493a17,潮州,3614,910.1,广东,272.8,264.05,74.43
80431f7a64c8a4f102204af268d0e7d8,黔南州(都匀),26195,902.91,贵州,414.3,324.22,32
80431f7a64c8a4f102204af343d341f4,朔州,10700,901.13,山西,205.79,176.22,53.6
80431f7a64c8a4f102204af42ee8e473,淮南,5571,901.08,安徽,383.39,343.11,108
80431f7a64c8a4f102204af51d8a5155,北海,3337,891.94,广西,171.97,161.47,73
80431f7a64c8a4f102204af6464c3b7e,巴彦淖尔市,64400,887.43,内蒙古,167.73,167.73,51
80431f7a64c8a4f102204af765f20307,贵港,10602,865.2,广西,548.94,427.47,71
80431f7a64c8a4f102204af822ac37ae,延边州,43474,858.84,吉林,213.58,213.58,35.5
80431f7a64c8a4f102204af947e2d647,朝阳,19736,854.73,辽宁,340.9,296.25,57.1
80431f7a64c8a4f102204afa2ddb2d83,万州区,3453,828.22,重庆,175.47,160.74,65
80431f7a64c8a4f102204afb122ad52b,涪陵区,2941,813.19,重庆,116.19,114.08,50
80431f7a64c8a4f102204afc10cf68ec,黔东南州(凯里),30339,811.55,贵州,473.05,348.54,67
80431f7a64c8a4f102204afd597aa0f9,河源,15821,810,广东,366.41,307.35,36.11
80431f7a64c8a4f102204afe146dfcfd,黔西南州(兴义),16805,801.65,贵州,351.8,282.16,43.5
80431f7a64c8a4f102204aff3e3b5fc0,随州,9636,785.26,湖北,250.97,219.08,78
80431f7a64c8a4f102204b0001c136c2,景德镇,5248,772.06,江西,166.7,164.05,78.68
80431f7a64c8a4f102204b01732db907,铜仁,18003,770.89,贵州,437.41,312.24,34.68
80431f7a64c8a4f102204b026009b533,汕尾,4838,762,广东,358.96,302.16,45
80431f7a64c8a4f102204b030b353e44,淮北,2741,760.39,安徽,216.5,217.88,85
80431f7a64c8a4f102204b047df2ba8d,铁岭,13000,740.9,辽宁,300.4,265.7,57
80431f7a64c8a4f102204b0556c46b22,鄂州,1596,730.01,湖北,110.29,105.95,40.07
80431f7a64c8a4f102204b0661d5d27a,辽源,5140,726.64,吉林,120.8,120.8,46.3
80431f7a64c8a4f102204b075b4ea934,葫芦岛,10415,720.17,辽宁,280.1,255.6,85.9
